code,description,orgcode,parent,stage,monitoringcode,source_sheet,id,fieldname,displaylable,fieldtype,fieldorder,ismandatory,datatype,mindatalength,maxdatalength,isvisible,issearchable,isactive,categorycode,fieldcode,categorycodefrom,categorycodeto,fromorg,toorg,orglevel,canclose,dependenton,finalcategory,destination,field_name,display_label,field_type,data_type,is_mandatory,is_visible,is_searchable,is_active,field_order,clean_text
5135.0,No provision to regularization of NREGA staff,DORLD,5106.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,provision regularization nrega staff
5136.0,Salary not provided to the Gram Rojagar Sewak,DORLD,5106.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salary provided gram rojagar sewak
5137.0,Salary structure under MGNREGA,DORLD,5106.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salary structure mgnrega
5138.0,Any issue related to women worker of MGNREGA,DORLD,5107.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue related woman worker mgnrega
5139.0,Maintaining of data base,DORLD,5109.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maintaining data base
5140.0,Inflation and draught,DORLD,5109.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inflation draught
5141.0,Lack of awareness and not providing work,DORLD,5109.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lack awareness providing work
5142.0,Use of machinery instead of labour,DORLD,5109.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,use machinery instead labour
5143.0,Awareness of camp,DORLD,5109.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awareness camp
5144.0,To investigate the matter of Sendhwa Kand in MGNREGA,DORLD,5109.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,investigate matter sendhwa kand mgnrega
5145.0,Others,DORLD,5109.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5146.0,Training & PC Division Related,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,training division related
5147.0,Employ Related / Service Related,DORLD,5146.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employ related service related
5148.0,NGOs / VOs / Private / firms etc. related,DORLD,5146.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ngo vos private firm etc related
5149.0,Matters related to NIRD,DORLD,5146.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matter related nird
5150.0,Issues of grants to NIRD,DORLD,5146.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue grant nird
5151.0,Matters related to SIRD (State Institute of Rural Development),DORLD,5146.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matter related sird state institute rural development
5152.0,Matters related to  ETC (Extension Training Centre),DORLD,5146.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matter related etc extension training centre
5153.0,Grant related to SIRD (State Institute of Rural Development) / ETC (Extension Training Centre),DORLD,5146.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant related sird state institute rural development etc extension training centre
5154.0,Others,DORLD,5146.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5155.0,Allegation discrirnination against SC/ST Officers / Officials,DORLD,5147.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation discrirnination officer official
5156.0,Allegation of Corruption / Bribery charges,DORLD,5147.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation corruption bribery charge
5157.0,Pay fixation/ pay up-gradation related,DORLD,5147.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pay fixation pay gradation related
5158.0,Appointment on compassionate grounds,DORLD,5147.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,appointment compassionate ground
5159.0,lssues related to promotion / Transfer Posting,DORLD,5147.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lssues related promotion transfer posting
5160.0,Disciplinary cases / Vigilance matters,DORLD,5147.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disciplinary case vigilance matter
5161.0,Complaints of Sexual harassment,DORLD,5147.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint sexual harassment
5162.0,Retiremenr dues,DORLD,5147.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retiremenr due
5163.0,Allegation of harassment,DORLD,5148.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation harassment
5164.0,Pending bills/payment,DORLD,5148.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending bill payment
5165.0,Service related matters of NIRD,DORLD,5149.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,service related matter nird
5166.0,Irregularities in NIRD,DORLD,5149.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irregularity nird
5167.0,General matters of NIRD,DORLD,5149.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general matter nird
5168.0,Pension related matter of NIRD,DORLD,5149.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pension related matter nird
5169.0,Issues of grants to NIRD,DORLD,5150.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue grant nird
5170.0,Matters related to staff of SIRD,DORLD,5151.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matter related staff sird
5171.0,Matters related to staff of ETC,DORLD,5152.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matter related staff etc
5172.0,Release of grant to SIRD / ETC,DORLD,5153.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,release grant sird etc
5173.0,District Rural Development Agency,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,district rural development agency
5174.0,Employ Related / Service Related Complaints by employees of DRDA / Zila Parishad,DORLD,5173.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employ related service related complaint employee drda zila parishad
5175.0,Complaints against Employees of DRDA / Zila Parishad,DORLD,5173.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint employee drda zila parishad
5176.0,Others,DORLD,5173.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5177.0,Policy issues related to service matters,DORLD,5174.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy issue related service matter
5178.0,Pending retirement dues,DORLD,5174.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending retirement due
5179.0,Pending salaries / wages,DORLD,5174.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending salary wage
5180.0,Harassment related,DORLD,5174.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harassment related
5181.0,Allegation of corruption / bribery,DORLD,5174.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation corruption bribery
5182.0,Irregularities in recruitment in DRDA,DORLD,5174.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irregularity recruitment drda
5183.0,Allegation of corruption / bribery,DORLD,5175.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation corruption bribery
5184.0,Harassment Related,DORLD,5175.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harassment related
5185.0,Request for information / development works under DRDA,DORLD,5176.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request information development work drda
5186.0,Others,DORLD,5176.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5187.0,National Social Assistance Programme,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national social assistance programme
5188.0,Pension Related Matter,DORLD,5187.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pension related matter
5189.0,Inclusion in BPL list,DORLD,5187.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inclusion bpl list
5190.0,Misc suggestions regarding social assistance programme,DORLD,5187.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc suggestion regarding social assistance programme
5191.0,Issue of Disability Certificate,DORLD,5187.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue disability certificate
5192.0,Others,DORLD,5187.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5193.0,Sanction of pension,DORLD,5188.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sanction pension
5194.0,Restoration of pension,DORLD,5188.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restoration pension
5196.0,Irregular payment of pension,DORLD,5188.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irregular payment pension
5197.0,Mis-match in Pension payment,DORLD,5188.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi match pension payment
5199.0,Request for inclusion in BPL List / SECC List,DORLD,5189.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request inclusion bpl list secc list
5200.0,lrregularities in BPL List / SECC List,DORLD,5189.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lrregularities bpl list secc list
5201.0,Other complaint regarding the BPL List /SECC List,DORLD,5189.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint regarding bpl list secc list
5202.0,Enhancement of Pension,DORLD,5190.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enhancement pension
5203.0,Change in the elegibilty criteria,DORLD,5190.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change elegibilty criterion
5204.0,Relaxation in age /disability level for sanction of pensions,DORLD,5190.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relaxation age disability level sanction pension
5205.0,SAANSAD ADARSH GRAM YOJANA (SAGY),DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,saansad adarsh gram yojana sagy
5206.0,Employ Related / Service Related,DORLD,5205.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employ related service related
5207.0,Others,DORLD,5205.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5208.0,Allegations regarding corrupt practices,DORLD,5206.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation regarding corrupt practice
5209.0,Unsatisfactory quality of work,DORLD,5207.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unsatisfactory quality work
5210.0,Others,DORLD,5207.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5211.0,RURBAN,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rurban
5212.0,Employ Related / Service Related,DORLD,5211.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employ related service related
5213.0,Allegations regarding corrupt practices,DORLD,5212.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation regarding corrupt practice
5214.0,NRLM,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nrlm
5215.0,Salary & HR issues of NRLPS,DORLD,5214.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salary issue nrlps
5216.0,Salary & HR issues of SRLM,DORLD,5214.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salary issue srlm
5217.0,Training & capacity building of rural SHG,DORLD,5214.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,training capacity building rural shg
5218.0,Funds / Release,DORLD,5214.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fund release
5219.0,Marketing,DORLD,5214.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marketing
5220.0,Interest Subvention,DORLD,5214.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interest subvention
5221.0,Other,DORLD,5214.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222.0,Salary of NRLPS staff,DORLD,5215.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salary nrlps staff
5223.0,Training allowance,DORLD,5215.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,training allowance
5224.0,Other Issues,DORLD,5215.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue
5225.0,Appointment Related,DORLD,5216.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,appointment related
5226.0,Salary related,DORLD,5216.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salary related
5227.0,Other Issues,DORLD,5216.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue
5228.0,SHG Women,DORLD,5217.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shg woman
5229.0,Bank Shakhi,DORLD,5217.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bank shakhi
5230.0,Krishi Shakhi,DORLD,5217.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,krishi shakhi
5231.0,Pashu Shakhi,DORLD,5217.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pashu shakhi
5232.0,SHG Foundation,DORLD,5217.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shg foundation
5233.0,Revolving Fund,DORLD,5218.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,revolving fund
5234.0,Community Fund,DORLD,5218.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community fund
5235.0,VRF,DORLD,5218.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vrf
5236.0,Maketing Support (Fair/Stall),DORLD,5219.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maketing support fair stall
5237.0,Interest Subsidy,DORLD,5220.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interest subsidy
5238.0,Loan related,DORLD,5220.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loan related
5239.0,Misc. matters of rural women SHG,DORLD,5221.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc matter rural woman shg
5240.0,SKILLS Division,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skill division
5241.0,Deen Dayal Upadhayay Grameen Kaushal Yojana (DDU-GKY),DORLD,5240.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deen dayal upadhayay grameen kaushal yojana ddu gky
5242.0,Deen Dayal Upadhayay Grameen Kaushal Yojana (DDU-GKY) - Corruption Related,DORLD,5240.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deen dayal upadhayay grameen kaushal yojana ddu gky corruption related
5243.0,Rural Self Employment Training Institute (RSETI),DORLD,5240.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rural self employment training institute rseti
5244.0,Others/Misc.,DORLD,5240.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others misc
5245.0,Post Placement Support,DORLD,5241.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post placement support
5246.0,Training/Admission related complaint,DORLD,5241.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,training admission related complaint
5247.0,Job/placement related complaint,DORLD,5241.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,job placement related complaint
5248.0,Salary of faculty of Training Institute,DORLD,5241.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salary faculty training institute
5249.0,Information/queries related to scheme,DORLD,5241.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,information query related scheme
5250.0,PRN Generation,DORLD,5241.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prn generation
5251.0,Malpractice/Corruption,DORLD,5242.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malpractice corruption
5252.0,HR Policy,DORLD,5243.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy
5253.0,Malpractice/Corruption,DORLD,5243.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malpractice corruption
5254.0,Faculty salary/appointment related issues,DORLD,5243.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faculty salary appointment related issue
5255.0,Information/queries related to scheme,DORLD,5243.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,information query related scheme
5256.0,Department of Justice,DEPOJ,,1.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department justice
5257.0,Special Courts Related,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,special court related
5258.0,Family Courts,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,family court
5259.0,National Judicial Academy related,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national judicial academy related
5260.0,e-Court,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,court
5261.0,Judicial Infrastructure,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judicial infrastructure
5262.0,Judicial Reforms,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judicial reform
5263.0,Administration of Supreme Court/High Court Judges,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,administration supreme court high court judge
5264.0,Access to Justice,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,access justice
5265.0,Service Conditions of Supreme Court & High Court Judges,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,service condition supreme court high court judge
5266.0,Legal Aid to Poor (NALSA),DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legal aid poor nalsa
5267.0,Covid 19 related,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,covid related
5268.0,Suggestions,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestion
5269.0,Complaint against Judicial Officers,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint judicial officer
5270.0,Others,DEPOJ,5256.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5271.0,Status of Fast Track Special Courts Scheme and details of functional courts and cases disposed off,DEPOJ,5257.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,status fast track special court scheme detail functional court case disposed
5272.0,Financial Assistance to State Governments to establish FTSC (including e-POCSO Court),DEPOJ,5257.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,financial assistance state government establish ftsc including pocso court
5273.0,Details of Courts functional and cases disposed off,DEPOJ,5258.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detail court functional case disposed
5274.0,Appointment of Director and Registrar of the Academy,DEPOJ,5259.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,appointment director registrar academy
5275.0,Release of funds to NJA and receipt of utilization certificate,DEPOJ,5259.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,release fund nja receipt utilization certificate
5276.0,Status of court case on e-Court Portal (NJDG),DEPOJ,5260.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,status court case court portal njdg
5277.0,e-filing,DEPOJ,5260.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filing
5278.0,Video conferencing in court hearing.,DEPOJ,5260.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,video conferencing court hearing
5279.0,Fund Release to State/UTs for development of Judicial Infrastructure in District and Subordinate Courts,DEPOJ,5261.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fund release state ut development judicial infrastructure district subordinate court
5280.0,Fund Release under the Gram Nyayalay Scheme,DEPOJ,5261.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fund release gram nyayalay scheme
5281.0,Pendency in Case Disposal,DEPOJ,5262.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendency case disposal
5282.0,Status of vacancies in Subordinate Judiciary,DEPOJ,5262.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,status vacancy subordinate judiciary
5283.0,Complaint/Representation against sitting Supreme Court Judges,DEPOJ,5263.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint representation sitting supreme court judge
5284.0,Complaint/Representation against sitting High Court Judges,DEPOJ,5263.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint representation sitting high court judge
5285.0,Suggestion/Representation regarding appointment process of Judges of Supreme Court/High Court Judges,DEPOJ,5263.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestion representation regarding appointment process judge supreme court high court judge
5286.0,Establishment of Supreme Court Benches,DEPOJ,5263.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,establishment supreme court bench
5287.0,Establishment of High Court Benches,DEPOJ,5263.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,establishment high court bench
5288.0,Nyaya Bandhu (Pro-bono),DEPOJ,5264.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nyaya bandhu pro bono
5289.0,Tele Law,DEPOJ,5264.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tele law
5290.0,Pension to High Court and Supreme Court Judges,DEPOJ,5265.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pension high court supreme court judge
5291.0,Free legal aid,DEPOJ,5266.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free legal aid
5292.0,Lok Adalat,DEPOJ,5266.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lok adalat
5293.0,Ministry of Corporate Affairs,DCOYA,,1.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ministry corporate affair
